We have a plot and a data table from repeated simulations of an agent based model. Your goal is to describe the trends in details from the plot and the data table, mentioning key time steps and values taken by the metric in the plot and the data table, and interpreting them based on the context of the model. The report must objectively describe the trends in the data without addressing the quality of the simulation. Do not refer to the plot and the data table or any visual in your description. If the plot and data table have very simple dynamics, simply state them without expanding.

The context and goals of the model are as follows. The agent-based model extends the original RAGE model to study how behavioral types and learning mechanisms (learning-by-doing and social learning) influence social-ecological dynamics in a common property grazing system. The context involves 60 households managing pastures on private property, with agents deciding how many livestock to stock annually. The model evaluates long-term outcomes like pasture biomass, livestock survival, and household resilience, emphasizing how agent strategies interact with climatic variability and social learning.

**Goals**: 1) Compare performance of E-RO (baseline), E-LBD (learning-by-doing), and E-RO-SL1 (social learning) behavioral types under homogeneous conditions. 2) Assess how strategy diffusion (e.g., via SL2-strategy-switch?) impacts outcomes in heterogeneous populations.

**Parameters**:
1. **number-households (1.0–100.0; set to 60)**: Defines population size, impacting resource pressure and social interactions.
2. **satisficing-threshold (0.0–100.0; set to 0)**: Satisficers conserve resources if pasture biomass falls below this threshold.
3. **satisficing-trials (0.0–100.0; set to 21)**: Number of trials satisficers use to evaluate pasture resources.
4. **knowledge-radius (0.0–5.0; set to 1)**: Radius (in patches) agents observe neighbors’ behavior for social learning.
5. **resting-threshold (0.0–1.0; set to 0.1)**: Biomass level below which resting occurs (inactive as resting? is False).
6. **intrinsic-preference (0.0–1.0; set to 0)**: Weight for intrinsic preferences in decision-making (unchanged in E-RO).
7. **social-susceptibility (0.0–1.0; set to 0)**: Agent weight for social learning influence (E-RO-SL1 agents override this).
8. **global-rain? (True)**: Enables fixed rainfall (mean = 200, std = 100) affecting vegetation growth.
9. **start-on-homepatch? (True)**: Agents begin decisions at their initial pasture.
10. **resting? (False)**: Disables pasture resting, allowing continuous grazing.
11. **homog-behav-types? (True)**: Forces homogeneity in behavioral types (all age E-RO here).
12. **extension-model? (True)**: Enables learning mechanisms (E-RO, E-LBD, E-RO-SL1).
13. **SL2-strategy-switch? (False)**: Disables double-loop learning (strategy switching).
14. **risk-mode? (True)**: Agents account for uncertainty via risk attitude (risk-att-init).
15. **behavioral-type (E-RO)**: Dominant type in homogeneous settings; E-LBD and E-RO-SL1 require inhomogeneity.
16. **number-SAT (0)**: Initial TRAD agents excluded in extension setup.
17. **number-E-RO (20)**: Number of E-RO agents (but homog-behav-types? overrides this).
18. **number-TRAD (0)**: Original TRAD agents inactive.
19. **b (0)**: Livestock reproduction rate (ignored in extension).
20. **number-MAX (0)**: Maximizer agents excluded.
21. **rain-mean (200)**: Average annual rainfall for vegetation growth.
22. **risk-att-init (0.5)**: Household risk attitude threshold (higher values enable risk-averse choices).
23. **gr1 (0.5)** and **gr2 (0.1)**: Grass growth rates under different conditions (original model).
24. **number-E-LBD (20)**: Number of E-LBD agents in heterogeneous scenarios.
25. **number-E-RO-SL1 (20)**: Number of E-RO-SL1 agents in heterogeneous scenarios.
26. **timesteps (100)**: Model runs for 100 years.
27. **w (0.8)**: Transition rate for livestock stocking decisions (original model).
28. **number-random (0)**: Random households excluded.
29. **livestock-init (90)**: Initial livestock per household.
30. **rain-std (100)**: Rainfall variability influencing vegetation instability.
31. **gr2 (0.1)**: Grass mortality rate under low/high precipitation (original model).

Parameters like satisficing-threshold and resting-threshold remain unused in E-RO configurations but allow testing alternative strategies. Strategy switching (SL2-strategy-switch?) is disabled, preventing agents from adopting other types. Social learning (E-RO-SL1) is inactive due to homog-behav-types?. The model focuses on E-RO under homogeneous conditions with climatic variability, though parameters are ready for heterogeneous comparisons.

When summarizing trends, provide brief insights about their implications for decision makers.

This plot and data table represent the average total number of livestock, including both healthy livestock and those that have been destocked, across all households.

Relevant simulation columns (CSV):
mean [livestock + destock] of households,mean [livestock + destock] of households.1,mean [livestock + destock] of households.2,mean [livestock + destock] of households.3,mean [livestock + destock] of households.4,mean [livestock + destock] of households.5,mean [livestock + destock] of households.6,mean [livestock + destock] of households.7,mean [livestock + destock] of households.8,mean [livestock + destock] of households.9,mean [livestock + destock] of households.10,mean [livestock + destock] of households.11,mean [livestock + destock] of households.12,mean [livestock + destock] of households.13,mean [livestock + destock] of households.14,mean [livestock + destock] of households.15,mean [livestock + destock] of households.16,mean [livestock + destock] of households.17,mean [livestock + destock] of households.18,mean [livestock + destock] of households.19,mean [livestock + destock] of households.20,mean [livestock + destock] of households.21,mean [livestock + destock] of households.22,mean [livestock + destock] of households.23,mean [livestock + destock] of households.24,mean [livestock + destock] of households.25,mean [livestock + destock] of households.26,mean [livestock + destock] of households.27,mean [livestock + destock] of households.28,mean [livestock + destock] of households.29
40.916666666666664,45.95,43.13333333333333,42.983333333333334,41.9,41.86666666666667,43.31666666666667,41.2,43.68333333333333,43.733333333333334,41.96666666666667,42.43333333333333,42.55,42.05,43.016666666666666,45.55,44.56666666666667,44.61666666666667,44.25,44.28333333333333,44.983333333333334,44.65,43.36666666666667,44.25,44.25,44.63333333333333,45.46666666666667,45.2,43.75,44.03333333333333
40.916666666666664,46.733333333333334,43.13333333333333,43.233333333333334,42.0,41.9,43.61666666666667,41.2,44.53333333333333,44.083333333333336,42.11666666666667,42.5,42.766666666666666,42.333333333333336,43.1,45.96666666666667,44.983333333333334,44.9,44.56666666666667,44.61666666666667,45.4,45.03333333333333,43.63333333333333,44.63333333333333,44.65,44.916666666666664,45.833333333333336,45.516666666666666,44.03333333333333,44.266666666666666
40.85,47.7,43.06666666666667,43.483333333333334,42.15,41.95,43.93333333333333,41.13333333333333,45.6,44.4,42.266666666666666,42.56666666666667,42.983333333333334,42.75,43.21666666666667,46.31666666666667,45.416666666666664,45.416666666666664,44.81666666666667,44.85,45.95,45.56666666666667,43.88333333333333,45.0,45.016666666666666,45.166666666666664,46.266666666666666,45.71666666666667,44.36666666666667,44.56666666666667
40.833333333333336,48.63333333333333,43.06666666666667,43.7,42.233333333333334,41.983333333333334,44.2,41.13333333333333,46.56666666666667,44.666666666666664,42.43333333333333,42.6,43.166666666666664,43.0,43.3,46.733333333333334,45.85,45.71666666666667,45.11666666666667,45.21666666666667,46.35,45.95,44.18333333333333,45.4,45.416666666666664,45.46666666666667,46.65,46.0,44.65,44.833333333333336
40.833333333333336,49.7,43.06666666666667,43.95,42.38333333333333,42.016666666666666,44.4,41.13333333333333,47.983333333333334,44.93333333333333,42.583333333333336,42.63333333333333,43.333333333333336,43.28333333333333,43.416666666666664,47.1,46.21666666666667,45.95,45.31666666666667,45.53333333333333,46.7,46.266666666666666,44.4,45.766666666666666,45.71666666666667,45.7,46.93333333333333,46.18333333333333,44.88333333333333,45.03333333333333
40.833333333333336,50.86666666666667,43.06666666666667,44.21666666666667,42.53333333333333,42.083333333333336,44.68333333333333,41.13333333333333,49.43333333333333,45.25,42.766666666666666,42.733333333333334,43.55,43.63333333333333,43.53333333333333,47.666666666666664,46.71666666666667,46.55,45.61666666666667,45.95,47.38333333333333,46.85,44.68333333333333,46.333333333333336,46.083333333333336,46.03333333333333,47.45,46.5,45.28333333333333,45.416666666666664
40.833333333333336,52.05,43.06666666666667,44.483333333333334,42.65,42.15,44.9,41.13333333333333,50.68333333333333,45.46666666666667,42.916666666666664,42.766666666666666,43.71666666666667,43.93333333333333,43.68333333333333,48.03333333333333,47.083333333333336,46.78333333333333,45.81666666666667,46.266666666666666,47.733333333333334,47.166666666666664,44.9,46.7,46.38333333333333,46.266666666666666,47.733333333333334,46.68333333333333,45.516666666666666,45.63333333333333
40.833333333333336,53.1,43.06666666666667,44.71666666666667,42.81666666666667,42.21666666666667,45.13333333333333,41.13333333333333,51.9,45.766666666666666,43.06666666666667,42.833333333333336,43.9,44.28333333333333,43.81666666666667,48.46666666666667,47.43333333333333,47.36666666666667,46.06666666666667,46.53333333333333,48.333333333333336,47.666666666666664,45.11666666666667,47.15,46.61666666666667,46.516666666666666,48.166666666666664,46.95,45.86666666666667,45.93333333333333
40.833333333333336,54.13333333333333,43.06666666666667,44.95,42.96666666666667,42.28333333333333,45.28333333333333,41.13333333333333,52.95,46.1,43.233333333333334,42.9,44.11666666666667,44.53333333333333,43.983333333333334,48.7,47.666666666666664,47.583333333333336,46.21666666666667,46.71666666666667,48.6,47.916666666666664,45.266666666666666,47.4,46.8,46.666666666666664,48.36666666666667,47.083333333333336,46.05,46.083333333333336
40.833333333333336,54.9,43.06666666666667,45.166666666666664,43.06666666666667,42.31666666666667,45.45,41.13333333333333,53.93333333333333,46.28333333333333,43.36666666666667,42.93333333333333,44.266666666666666,44.86666666666667,44.05,48.93333333333333,47.88333333333333,47.78333333333333,46.36666666666667,46.86666666666667,48.86666666666667,48.166666666666664,45.38333333333333,47.61666666666667,46.983333333333334,46.8,48.55,47.21666666666667,46.233333333333334,46.2
40.833333333333336,55.55,43.06666666666667,45.38333333333333,43.2,42.35,45.666666666666664,41.13333333333333,54.61666666666667,46.45,43.63333333333333,42.96666666666667,44.43333333333333,45.13333333333333,44.18333333333333,49.166666666666664,48.11666666666667,48.0,46.516666666666666,47.05,49.13333333333333,48.416666666666664,45.53333333333333,47.85,47.166666666666664,46.95,48.75,47.35,46.416666666666664,46.35
40.833333333333336,56.18333333333333,43.06666666666667,45.56666666666667,43.3,42.38333333333333,45.8,41.13333333333333,55.21666666666667,46.56666666666667,43.833333333333336,43.0,44.63333333333333,45.416666666666664,44.31666666666667,49.4,48.31666666666667,48.2,46.61666666666667,47.233333333333334,49.38333333333333,48.61666666666667,45.63333333333333,48.06666666666667,47.31666666666667,47.083333333333336,48.95,47.46666666666667,46.55,46.5
40.833333333333336,56.81666666666667,43.06666666666667,45.766666666666666,43.46666666666667,42.45,45.95,41.13333333333333,55.86666666666667,46.75,44.06666666666667,43.03333333333333,44.8,45.766666666666666,44.516666666666666,49.63333333333333,48.516666666666666,48.4,46.71666666666667,47.416666666666664,49.63333333333333,48.81666666666667,45.733333333333334,48.28333333333333,47.46666666666667,47.21666666666667,49.15,47.583333333333336,46.68333333333333,46.65
40.833333333333336,57.333333333333336,43.06666666666667,45.9,43.55,42.483333333333334,46.06666666666667,41.13333333333333,56.25,46.85,44.233333333333334,43.06666666666667,44.95,45.95,44.63333333333333,49.733333333333334,48.583333333333336,48.583333333333336,46.766666666666666,47.46666666666667,49.8,48.95,45.766666666666666,48.38333333333333,47.5,47.266666666666666,49.266666666666666,47.65,46.766666666666666,46.733333333333334
40.833333333333336,57.81666666666667,43.06666666666667,46.05,43.63333333333333,42.516666666666666,46.18333333333333,41.13333333333333,56.68333333333333,46.96666666666667,44.4,43.1,45.13333333333333,46.13333333333333,44.75,49.833333333333336,48.65,48.766666666666666,46.81666666666667,47.516666666666666,49.96666666666667,49.083333333333336,45.8,48.483333333333334,47.53333333333333,47.31666666666667,49.38333333333333,47.71666666666667,46.85,46.81666666666667
40.833333333333336,58.36666666666667,43.06666666666667,46.166666666666664,43.733333333333334,42.55,46.31666666666667,41.13333333333333,57.016666666666666,47.11666666666667,44.63333333333333,43.13333333333333,45.25,46.28333333333333,44.916666666666664,49.93333333333333,48.71666666666667,48.95,46.86666666666667,47.56666666666667,50.13333333333333,49.21666666666667,45.833333333333336,48.583333333333336,47.56666666666667,47.36666666666667,49.5,47.78333333333333,46.93333333333333,46.9
40.766666666666666,58.733333333333334,43.016666666666666,46.25,43.81666666666667,42.56666666666667,46.4,41.06666666666667,57.36666666666667,47.166666666666664,44.583333333333336,43.15,45.3,46.483333333333334,45.13333333333333,49.8,48.666666666666664,48.983333333333334,46.75,47.38333333333333,50.1,49.233333333333334,45.75,48.46666666666667,47.5,47.266666666666666,49.43333333333333,47.63333333333333,46.9,46.85
40.766666666666666,59.03333333333333,43.0,46.36666666666667,43.916666666666664,42.6,46.483333333333334,41.06666666666667,57.583333333333336,47.28333333333333,44.68333333333333,43.166666666666664,45.45,46.61666666666667,45.3,49.86666666666667,48.733333333333334,49.166666666666664,46.8,47.43333333333333,50.266666666666666,49.36666666666667,45.78333333333333,48.56666666666667,47.53333333333333,47.31666666666667,49.55,47.7,46.983333333333334,46.93333333333333
40.75,59.28333333333333,43.0,46.45,43.96666666666667,42.61666666666667,46.56666666666667,41.06666666666667,57.75,47.31666666666667,44.833333333333336,43.166666666666664,45.55,46.7,45.35,49.86666666666667,48.733333333333334,49.166666666666664,46.8,47.43333333333333,50.266666666666666,49.36666666666667,45.78333333333333,48.56666666666667,47.53333333333333,47.31666666666667,49.55,47.7,46.983333333333334,46.93333333333333
40.75,59.516666666666666,43.0,46.55,44.016666666666666,42.63333333333333,46.6,41.06666666666667,57.93333333333333,47.35,44.96666666666667,43.166666666666664,45.61666666666667,46.78333333333333,45.46666666666667,49.86666666666667,48.733333333333334,49.166666666666664,46.8,47.43333333333333,50.266666666666666,49.36666666666667,45.78333333333333,48.56666666666667,47.53333333333333,47.31666666666667,49.55,47.7,46.983333333333334,46.93333333333333
40.75,59.766666666666666,43.0,46.63333333333333,44.1,42.65,46.666666666666664,41.06666666666667,58.1,47.45,45.1,43.166666666666664,45.7,46.88333333333333,45.583333333333336,49.86666666666667,48.733333333333334,49.166666666666664,46.8,47.43333333333333,50.266666666666666,49.36666666666667,45.78333333333333,48.56666666666667,47.53333333333333,47.31666666666667,49.55,47.7,46.983333333333334,46.93333333333333
40.75,59.95,43.0,46.7,44.13333333333333,42.666666666666664,46.7,41.06666666666667,58.21666666666667,47.483333333333334,45.233333333333334,43.166666666666664,45.78333333333333,46.93333333333333,45.71666666666667,49.86666666666667,48.733333333333334,49.166666666666664,46.8,47.43333333333333,50.266666666666666,49.36666666666667,45.78333333333333,48.56666666666667,47.53333333333333,47.31666666666667,49.55,47.7,46.983333333333334,46.93333333333333
40.75,60.11666666666667,43.0,46.766666666666666,44.166666666666664,42.68333333333333,46.733333333333334,41.06666666666667,58.36666666666667,47.516666666666666,45.31666666666667,43.166666666666664,45.833333333333336,46.983333333333334,45.85,49.86666666666667,48.71666666666667,49.166666666666664,46.8,47.416666666666664,50.266666666666666,49.35,45.78333333333333,48.56666666666667,47.516666666666666,47.31666666666667,49.55,47.7,46.983333333333334,46.93333333333333
40.75,60.31666666666667,43.0,46.833333333333336,44.2,42.7,46.8,41.06666666666667,58.45,47.55,45.43333333333333,43.166666666666664,45.88333333333333,47.016666666666666,45.95,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.53333333333333,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,60.5,43.0,46.86666666666667,44.233333333333334,42.71666666666667,46.833333333333336,41.06666666666667,58.53333333333333,47.65,45.583333333333336,43.166666666666664,45.916666666666664,47.05,46.05,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.53333333333333,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,60.666666666666664,43.0,46.916666666666664,44.266666666666666,42.733333333333334,46.85,41.06666666666667,58.6,47.68333333333333,45.666666666666664,43.166666666666664,45.95,47.083333333333336,46.15,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,60.8,43.0,46.96666666666667,44.3,42.75,46.86666666666667,41.06666666666667,58.65,47.71666666666667,45.733333333333334,43.166666666666664,45.983333333333334,47.11666666666667,46.28333333333333,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,60.916666666666664,43.0,47.0,44.31666666666667,42.75,46.88333333333333,41.06666666666667,58.7,47.75,45.85,43.166666666666664,46.0,47.13333333333333,46.35,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,60.983333333333334,43.0,47.03333333333333,44.333333333333336,42.75,46.9,41.06666666666667,58.71666666666667,47.78333333333333,45.9,43.166666666666664,46.016666666666666,47.13333333333333,46.45,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.083333333333336,43.0,47.06666666666667,44.35,42.75,46.916666666666664,41.06666666666667,58.733333333333334,47.81666666666667,45.983333333333334,43.166666666666664,46.03333333333333,47.13333333333333,46.5,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.13333333333333,43.0,47.083333333333336,44.36666666666667,42.75,46.93333333333333,41.06666666666667,58.75,47.85,46.06666666666667,43.166666666666664,46.03333333333333,47.13333333333333,46.55,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.18333333333333,43.0,47.1,44.38333333333333,42.75,46.95,41.06666666666667,58.75,47.85,46.11666666666667,43.166666666666664,46.03333333333333,47.13333333333333,46.6,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.266666666666666,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.18333333333333,43.166666666666664,46.03333333333333,47.13333333333333,46.65,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.28333333333333,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.21666666666667,43.166666666666664,46.03333333333333,47.13333333333333,46.733333333333334,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.3,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.25,43.166666666666664,46.03333333333333,47.13333333333333,46.78333333333333,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.31666666666667,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.28333333333333,43.166666666666664,46.03333333333333,47.13333333333333,46.88333333333333,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.36666666666667,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.35,43.166666666666664,46.03333333333333,47.13333333333333,46.93333333333333,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.38333333333333,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.38333333333333,43.166666666666664,46.03333333333333,47.13333333333333,46.983333333333334,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.4,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.4,43.166666666666664,46.03333333333333,47.13333333333333,47.03333333333333,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.45,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.45,43.166666666666664,46.03333333333333,47.13333333333333,47.11666666666667,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.46666666666667,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.46666666666667,43.166666666666664,46.03333333333333,47.13333333333333,47.166666666666664,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.483333333333334,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.483333333333334,43.166666666666664,46.03333333333333,47.13333333333333,47.21666666666667,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.53333333333333,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.53333333333333,43.166666666666664,46.03333333333333,47.13333333333333,47.25,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.55,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.55,43.166666666666664,46.03333333333333,47.13333333333333,47.28333333333333,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.56666666666667,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.56666666666667,43.166666666666664,46.03333333333333,47.13333333333333,47.31666666666667,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.583333333333336,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.583333333333336,43.166666666666664,46.03333333333333,47.13333333333333,47.35,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.6,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.6,43.166666666666664,46.03333333333333,47.13333333333333,47.38333333333333,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.61666666666667,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.61666666666667,43.166666666666664,46.03333333333333,47.13333333333333,47.416666666666664,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.63333333333333,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.63333333333333,43.166666666666664,46.03333333333333,47.13333333333333,47.416666666666664,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.65,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.65,43.166666666666664,46.03333333333333,47.13333333333333,47.416666666666664,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.65,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.65,43.166666666666664,46.03333333333333,47.13333333333333,47.416666666666664,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.65,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.65,43.166666666666664,46.03333333333333,47.13333333333333,47.416666666666664,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
40.75,61.65,43.0,47.11666666666667,44.38333333333333,42.75,46.96666666666667,41.06666666666667,58.75,47.85,46.65,43.166666666666664,46.03333333333333,47.13333333333333,47.416666666666664,49.86666666666667,48.7,49.15,46.8,47.4,50.266666666666666,49.35,45.733333333333334,48.516666666666666,47.516666666666666,47.3,49.53333333333333,47.7,46.983333333333334,46.916666666666664
